location,lat,lon,entry,ratingDate,rating,sentiment,reviewertitel
"Sydney, Australia",???,???,"
After sitting in Taormina for 4 days watching Mt Etna covered in cloud, we drove up at the first sign of the peak. We skipped the option of paying around €170 for a tour guide as most only take you to the 1900 metre mark.<br /><br />By the time we arrived,the cloud/ fog etc was so thick it was basically a white out. The cloud came and went so quickly at one state you could see the cars 20ft away and next, not at all. As soon as you turn in there is a cafe and a crater from 1986. We were shocked to see most people visit this and then leave, but the weather was bad. <br /><br />Due to bad weather we could only go up the ski lift, the trucks weren't working. So watched the video then left. ski lift without the truck €28, with truck €53<br />However having travelled from Australia and etna being one of the few things on the list to tick off, we were coming back. <br />We returned next day which was crystal clear. Set off about 8am from Taormina, hardly any clouds in sky, but by noon when we came down from the peak, the clouds had come in thick and fast, so BIG tip if you see it clear drive fast and get to the top. However despite ski lift and trucks both working and it being clear at top, when we came down the ski lift, the cloud was so thick you would have no idea how clear it was at peak.<br />They obviously don't let people go up if it's unsafe or poor visibility so would take the advice of people at the ski lift. <br />We had to drive to Palermo so had planned a very quick visit this second time, and apparently once u get to the top with the trucks, you could literally jump on a truck and head back down, which seems pointless. The guides meet you at top and do a 40 min walk around the craters which is great.....apart from fact we were too excited so lost our guide so ended up just walking around ourselves, but we had no prob with this nor did we feel like we'd missed out on anything.<br />The video at top of ski lift is very good so watch it.<br />The cafe at bottom, LHS from ski lift thru car park serves good basic food, but hot chocolate disgusting!
","Reviewed October 22, 2011
",4.0,0.0410658914729,Top Contributor
"Hasselt, Belgium",???,???,"
Nice experience but the bad weather conditions forced us to leave early.
","Reviewed October 20, 2011
",3.0,-0.0541666666667,Contributor
Dublin,???,???,"
This was the highlight of our visit to Sicily. We had a great tour guide called Danilo who was witty, friendly and had great knowledge and passion about the volcano.
","Reviewed October 19, 2011
",5.0,0.61875,Contributor
"Gedera, israel",31.817531,34.785101,"
An amazing place, must see for anyone visiting sicily. be prepared for very cold winds at the top even if its nice and warm below.<br /><br />I would highly recommend also doing a hike to see the valle del bove nearby.
","Reviewed October 19, 2011
",5.0,0.304,Senior Reviewer
"Sydney, Australia",???,???,"
You must visit Mount Etna-it was an amazing experience to walk on the craters of mount Etna and breathe in the fresh pure air. It is freezing and windy on the volcano-so dress appropriately. The hot chocolate in the bar outside the tourist centre on mount etna is a must.
","Reviewed October 18, 2011
",5.0,0.272857142857,Senior Reviewer
"Nottingham, United Kingdom",???,???,"
We had the most perfect day at Mount Etna. We booked the tour through our Best Western Meditterano Hotel. Our guide, Marco, picked us up and took us to the best viewing platform and the view was amazing. We couldn't begin to describe the view and the photos couldn't do it justice. A must see. Caution the walk up was steep however - take it slowly.
","Reviewed October 18, 2011
",5.0,0.683333333333,Reviewer
lincoln,40.806862,-96.681679,"
As part of a day trip we visited Etna and it is well worth a visit.<br /><br />Enta was smkoing the day we travelled up and the photos looked fantastic, I wish we'd gone further up, but you need a full day and i'm not sure our daughter could have coped with the hiking. <br /><br />There are some nice little shops ( and some not so nice ones) and of course there are lots of free souveniers on the ground! Beware of the drink- 'Fire of the Volcano' its lethal, and vile.... but i think thats the point! :o)
","Reviewed October 16, 2011
",5.0,0.379947916667,Senior Contributor
"Ashbourne, United Kingdom",53.016626,-1.732179,"
We did the trip in 4-wheel drive vehicles with STAR from the north side (Piano Provenzana). When we arrived at 10:30am, the sullen lady in the ticket office told us that the trip was €50 each for a 1 hr 45 minute excursion. Plus a further €4 to park the car! The ticket included €6 for the guide, who's contribution was little more than reading out the brief signs that were posted at the stops.<br />The trip was interesting, especially the walk around the 2002 crater. However, it was all over in 1 hr 15 min. The excursion did not &quot;continue to the summit&quot; from Piano delle Concazze as advertised in the brochure for STAR.<br />I'm glad that we went up - but in future would research more thoroughly and hike to the summit with a guide. This may only be available from the south side - certainly wasn't offered as an option to us when we arrived at 10:30am. <br />We did enjoy a self guided walk around Monti Sartorious (set off from Refugio Citelli) - and just driving around the high mountain roads on Etna is a worthwhile experience.
","Reviewed October 9, 2011
",3.0,0.23375,Reviewer
"Catania, Italy",37.5080386,???,???,"
I was on Etna a few times, it's a good place for trekking if you are a little bit adventurous, for skiing if you come to Catania between January and March, for a one day organised tour, I would recommend it both to adventurous travelers who want to explore it on their own, and to those who prefer 'easy' organised tourism
","Reviewed September 27, 2011
",5.0,0.310416666667,Senior Contributor
"Riyadh, Saudi Arabia",???,???,"
I and my wife spent 4-5 hours in Etna. We took trekking route to lava observation point. Scenery was great. we didn't have time to visit summit. If someone visits summit and take one of the trekking routes on the same day, it could be exhausting.
","Reviewed September 23, 2011
",5.0,0.4,Senior Contributor
"Poznan, Poland",52.406374,16.9251681,"
Wonderful views! However, paying 53 euros for going up is too much.
","Reviewed September 22, 2011
",4.0,0.55,Senior Contributor
"Jesenice, Slovenia",???,???,"
If you go there go all the way. Lift, the bus and the guide costs around 50 eur per person, but worth every penny... The earth at the top is still worm from the last big eruption in 2003. Take something warm to wear-windstopper and tracking shoes. It can be wery cold up there. <br />You do the circle with the guide round the 2003 crater.<br />You feel the greatness of the nature and the same time how fragile we are.<br /><br />Nice :)
","Reviewed September 15, 2011
",5.0,0.0666666666667,no status
"Belfast, United Kingdom",54.597285,-5.93012,"
€200+ from our hotel for my wife and I!!!!!!!!!! For a once of experience I ould do it...but just once because of the cost...
","Reviewed September 15, 2011
",5.0,0.0,Senior Contributor
"San Antonio, Texas",29.4241219,-98.4936282,"
We went on an excursion to see the active volcano on our cruise out of Barcelona. We had a great time, although we did not adjust for the climate change. We got cold once on top, but it was a spectacular view and well worth it!
","Reviewed September 13, 2011
",5.0,0.302777777778,Contributor
"Miami Beach, Florida",25.790654,-80.1300455,"
Trekking wasn't hard, but I most enjoyed the beautiful sights!
","Reviewed September 10, 2011
",5.0,0.489583333333,no status
"Marsa, Malta",35.88301,14.493757,"
I have to admit that I wasn't prepared for such beautiful views. It was really amazing. We went on an excursion with Etna Experience &lt;http://www.etnaexperience.com/english/HOME.html&gt;, which was around 60 euro, but I cannot begin to describe the fun we had, and how much it was worth it. They took us off-roading on lava; we went in caves; walked on craters ... it was beautiful. If you are ever interested in seeing Mount Etna, I think this is the fullest experience you can get - I'm positive that we would have missed out on a great deal of interesting and impressive information and facts if we had gone on our own. We went in early September so it wasn't cold, and it wasn't windy when we were walking on the craters either. Trekking shoes, or at least very comfortable walking shoes are a must, and try to wear clothes that you don't mind getting dirty. If it's summer, put your swimsuit on and head to the ever impressive Alcantara river afterwards for a true full Etna experience!
","Reviewed September 7, 2011
",5.0,0.370108225108,Reviewer
"Ronneby, Sweden",56.210434,15.2760229,"
Climbing an active volcano is something you shouldn't miss, so take the trip.<br />I would recommend to buy tickets for the ski lift and the trucks taking you up to the interesting area. Walking is not worth the effort unless you're very interested in the exercise. A bit too large groups made the guide hard to hear and the tour felt a bit rushed. However, you can stay and walk around by your self if you have arrived by your own means. Don't miss to touch the ground and feel the heat. Also bring proper shoes and some warm clothes. The altitude and the fact that the volcano catches and make its own clouds make the area cold and shady.
","Reviewed September 5, 2011
",4.0,0.135714285714,Top Contributor
